title,price,surface,postal_code,city,source,scraped_at,quartier_anonymise,date_anonymisation
Loft calme à Chartrons,135491,40,33000,Bordeaux,leboncoin,2025-06-14T14:07:32.504544,Quartier_11,2025-11-30T14:07:32.504544
Villa rénové à Faubourg North,406246,102,21000,Dijon,json_import,2025-08-05T14:07:32.504544,Quartier_12,2025-11-30T14:07:32.504544
Loft moderne à Wazemmes,166280,50,59000,Lille,insee,2025-09-01T14:07:32.504544,Quartier_13,2025-11-30T14:07:32.504544
T4 bien situé à Libération,351837,75,06000,Nice,insee,2025-08-22T14:07:32.504544,Quartier_14,2025-11-30T14:07:32.504544
Duplex calme à Garrigues,78471,33,30000,Nîmes,leboncoin,2025-06-06T14:07:32.504544,Quartier_15,2025-11-30T14:07:32.504544
Studio lumineux à Villeboeuf,83813,32,42000,Saint-Étienne,insee,2025-06-16T14:07:32.504544,Quartier_16,2025-11-30T14:07:32.504544
T5+ lumineux à Trefilerie,358961,131,42000,Saint-Étienne,insee,2025-10-28T14:07:32.504544,Quartier_17,2025-11-30T14:07:32.504544
Appartement rénové à Vieux-Port,219619,52,13001,Marseille,insee,2025-06-28T14:07:32.504544,Quartier_18,2025-11-30T14:07:32.504544
T2 calme à Montmartre,598910,47,75001,Paris,insee,2025-10-12T14:07:32.504544,Quartier_19,2025-11-30T14:07:32.504544
Appartement calme à Jardin Lecoq,128677,76,63000,Clermont-Ferrand,seloger,2025-06-29T14:07:32.504544,Quartier_20,2025-11-30T14:07:32.504544
T4 calme à Écusson,184234,73,30000,Nîmes,csv_import,2025-08-28T14:07:32.504544,Quartier_21,2025-11-30T14:07:32.504544
T5+ lumineux à Paillon,751308,153,06000,Nice,seloger,2025-10-01T14:07:32.504544,Quartier_22,2025-11-30T14:07:32.504544
Studio rénové à Villeboeuf,66351,34,42000,Saint-Étienne,seloger,2025-10-11T14:07:32.504544,Quartier_23,2025-11-30T14:07:32.504544
Duplex rénové à Belle-Beille,69007,23,49000,Angers,leboncoin,2025-07-04T14:07:32.504544,Quartier_24,2025-11-30T14:07:32.504544
T3 calme à Celleneuve,317200,67,34000,Montpellier,csv_import,2025-11-11T14:07:32.504544,Quartier_25,2025-11-30T14:07:32.504544
Maison moderne à Jacobins,402545,162,72000,Le Mans,csv_import,2025-08-01T14:07:32.504544,Quartier_26,2025-11-30T14:07:32.504544
Duplex calme à Villejean,92080,32,35000,Rennes,json_import,2025-09-14T14:07:32.504544,Quartier_27,2025-11-30T14:07:32.504544
Villa moderne à Saint-Germain,1701517,101,75001,Paris,leboncoin,2025-11-04T14:07:32.504544,Quartier_28,2025-11-30T14:07:32.504544
Maison moderne à Centre,370596,105,35000,Rennes,leboncoin,2025-11-27T14:07:32.504544,Quartier_29,2025-11-30T14:07:32.504544
T2 bien situé à Esquermes,133956,36,59000,Lille,csv_import,2025-11-24T14:07:32.504544,Quartier_30,2025-11-30T14:07:32.504544
Studio rénové à Centre,107505,26,67000,Strasbourg,seloger,2025-06-21T14:07:32.504544,Quartier_31,2025-11-30T14:07:32.504544
Maison calme à Wazemmes,579880,161,59000,Lille,json_import,2025-10-19T14:07:32.504544,Quartier_32,2025-11-30T14:07:32.504544
T5+ lumineux à Centre,399595,165,63000,Clermont-Ferrand,csv_import,2025-09-10T14:07:32.504544,Quartier_33,2025-11-30T14:07:32.504544
T5+ calme à Fives,296110,86,59000,Lille,json_import,2025-08-16T14:07:32.504544,Quartier_34,2025-11-30T14:07:32.504544
Studio bien situé à Lac de Maine,41478,23,49000,Angers,insee,2025-09-08T14:07:32.504544,Quartier_35,2025-11-30T14:07:32.504544
Maison rénové à Saint-Marc,323261,127,29200,Brest,json_import,2025-06-25T14:07:32.504544,Quartier_36,2025-11-30T14:07:32.504544
T3 bien situé à Centre,157236,46,49000,Angers,leboncoin,2025-10-01T14:07:32.504544,Quartier_37,2025-11-30T14:07:32.504544
T4 rénové à Bastille,295589,79,38000,Grenoble,insee,2025-07-08T14:07:32.504544,Quartier_38,2025-11-30T14:07:32.504544
Duplex rénové à Port Marianne,114263,32,34000,Montpellier,json_import,2025-07-11T14:07:32.504544,Quartier_39,2025-11-30T14:07:32.504544
Maison moderne à Centre,476168,160,63000,Clermont-Ferrand,json_import,2025-06-09T14:07:32.504544,Quartier_40,2025-11-30T14:07:32.504544
Loft moderne à Presqu'île,174522,45,69001,Lyon,csv_import,2025-07-13T14:07:32.504544,Quartier_41,2025-11-30T14:07:32.504544
T2 moderne à Centre,230265,46,67000,Strasbourg,insee,2025-07-03T14:07:32.504544,Quartier_42,2025-11-30T14:07:32.504544
T2 calme à Graslin,124552,32,44000,Nantes,csv_import,2025-08-15T14:07:32.504544,Quartier_43,2025-11-30T14:07:32.504544
T3 moderne à Marais,429255,65,75001,Paris,insee,2025-10-24T14:07:32.504544,Quartier_44,2025-11-30T14:07:32.504544
T4 rénové à Lambézellec,214568,78,29200,Brest,json_import,2025-07-06T14:07:32.504544,Quartier_45,2025-11-30T14:07:32.504544
Appartement calme à Roseraie,170941,83,49000,Angers,seloger,2025-11-16T14:07:32.504544,Quartier_46,2025-11-30T14:07:32.504544
Villa rénové à Krutenau,344007,99,67000,Strasbourg,csv_import,2025-06-05T14:07:32.504544,Quartier_47,2025-11-30T14:07:32.504544
Studio bien situé à Centre,69955,28,72000,Le Mans,leboncoin,2025-09-16T14:07:32.504544,Quartier_48,2025-11-30T14:07:32.504544
T1 rénové à Saint-Laurent,61814,25,38000,Grenoble,leboncoin,2025-09-06T14:07:32.504544,Quartier_49,2025-11-30T14:07:32.504544
Villa moderne à Riquier,557503,104,06000,Nice,json_import,2025-09-05T14:07:32.504544,Quartier_0,2025-11-30T14:07:32.504544
T4 lumineux à Mistral,246730,85,38000,Grenoble,seloger,2025-08-13T14:07:32.504544,Quartier_1,2025-11-30T14:07:32.504544
T1 bien situé à Esquermes,59711,27,59000,Lille,seloger,2025-06-26T14:07:32.504544,Quartier_2,2025-11-30T14:07:32.504544
T1 bien situé à Centre-ville,129350,22,33000,Bordeaux,json_import,2025-09-14T14:07:32.504544,Quartier_3,2025-11-30T14:07:32.504544
T3 moderne à Dervallières,175241,54,44000,Nantes,csv_import,2025-11-21T14:07:32.504544,Quartier_4,2025-11-30T14:07:32.504544
Villa calme à Neustadt,459887,110,67000,Strasbourg,leboncoin,2025-11-07T14:07:32.504544,Quartier_5,2025-11-30T14:07:32.504544
T4 moderne à Vieux-Port,235554,60,13001,Marseille,csv_import,2025-11-29T14:07:32.504544,Quartier_6,2025-11-30T14:07:32.504544
T3 calme à Minimes,140149,48,31000,Toulouse,json_import,2025-09-22T14:07:32.504544,Quartier_7,2025-11-30T14:07:32.504544
Loft rénové à Vieux-Nice,161411,41,06000,Nice,leboncoin,2025-09-21T14:07:32.504544,Quartier_8,2025-11-30T14:07:32.504544
Duplex moderne à Jacobins,206718,94,72000,Le Mans,insee,2025-09-15T14:07:32.504544,Quartier_9,2025-11-30T14:07:32.504544
T3 bien situé à Vieux-Port,368288,64,13001,Marseille,seloger,2025-11-29T14:07:32.504544,Quartier_10,2025-11-30T14:07:32.504544
T1 lumineux à Faubourg North,35920,17,21000,Dijon,json_import,2025-11-01T14:07:32.504544,Quartier_11,2025-11-30T14:07:32.504544
Studio moderne à Centre,85710,26,49000,Angers,csv_import,2025-07-17T14:07:32.504544,Quartier_12,2025-11-30T14:07:32.504544
Villa rénové à Orangerie,479173,188,67000,Strasbourg,json_import,2025-10-09T14:07:32.504544,Quartier_13,2025-11-30T14:07:32.504544
T5+ lumineux à Bouffay,354520,84,44000,Nantes,seloger,2025-10-20T14:07:32.504544,Quartier_14,2025-11-30T14:07:32.504544
T1 lumineux à Chartrons,69620,16,33000,Bordeaux,insee,2025-06-22T14:07:32.504544,Quartier_15,2025-11-30T14:07:32.504544
T1 bien situé à Faubourg North,111517,35,21000,Dijon,insee,2025-08-12T14:07:32.504544,Quartier_16,2025-11-30T14:07:32.504544
T5+ moderne à Jardin Lecoq,288549,144,63000,Clermont-Ferrand,csv_import,2025-08-18T14:07:32.504544,Quartier_17,2025-11-30T14:07:32.504544
Loft bien situé à Pointe-Rouge,293447,94,13001,Marseille,json_import,2025-10-18T14:07:32.504544,Quartier_18,2025-11-30T14:07:32.504544
T3 rénové à Grie,125880,53,72000,Le Mans,json_import,2025-08-15T14:07:32.504544,Quartier_19,2025-11-30T14:07:32.504544
Appartement moderne à Celleneuve,239305,90,34000,Montpellier,csv_import,2025-10-09T14:07:32.504544,Quartier_20,2025-11-30T14:07:32.504544
T3 moderne à Carmes,190803,58,31000,Toulouse,json_import,2025-06-16T14:07:32.504544,Quartier_21,2025-11-30T14:07:32.504544
Villa calme à Centre,734941,128,67000,Strasbourg,json_import,2025-10-01T14:07:32.504544,Quartier_22,2025-11-30T14:07:32.504544
T5+ calme à Paillon,853083,172,06000,Nice,json_import,2025-09-01T14:07:32.504544,Quartier_23,2025-11-30T14:07:32.504544
T4 rénové à Garrigues,167088,63,30000,Nîmes,json_import,2025-09-08T14:07:32.504544,Quartier_24,2025-11-30T14:07:32.504544
T5+ bien situé à Centre-ville,675511,142,33000,Bordeaux,seloger,2025-10-01T14:07:32.504544,Quartier_25,2025-11-30T14:07:32.504544
T5+ bien situé à Écusson,366993,113,30000,Nîmes,json_import,2025-11-24T14:07:32.504544,Quartier_26,2025-11-30T14:07:32.504544
T2 rénové à Saint-Marc,112674,41,29200,Brest,leboncoin,2025-11-02T14:07:32.504544,Quartier_27,2025-11-30T14:07:32.504544
Appartement bien situé à Villeboeuf,134782,56,42000,Saint-Étienne,csv_import,2025-10-20T14:07:32.504544,Quartier_28,2025-11-30T14:07:32.504544
T2 rénové à Centre,145343,33,35000,Rennes,seloger,2025-08-08T14:07:32.504544,Quartier_29,2025-11-30T14:07:32.504544
Loft calme à Roseraie,193405,93,49000,Angers,leboncoin,2025-09-01T14:07:32.504544,Quartier_30,2025-11-30T14:07:32.504544
Loft lumineux à Chartrons,170825,44,33000,Bordeaux,json_import,2025-06-30T14:07:32.504544,Quartier_31,2025-11-30T14:07:32.504544
T2 calme à Saint-Cyprien,194021,43,31000,Toulouse,json_import,2025-08-27T14:07:32.504544,Quartier_32,2025-11-30T14:07:32.504544
Duplex bien situé à Graslin,260430,64,44000,Nantes,seloger,2025-07-27T14:07:32.504544,Quartier_33,2025-11-30T14:07:32.504544
T2 bien situé à Grie,111869,40,72000,Le Mans,csv_import,2025-10-23T14:07:32.504544,Quartier_34,2025-11-30T14:07:32.504544
Loft rénové à Louvre,534512,48,75001,Paris,json_import,2025-07-06T14:07:32.504544,Quartier_35,2025-11-30T14:07:32.504544
T4 bien situé à Jacobins,223611,77,72000,Le Mans,csv_import,2025-10-18T14:07:32.504544,Quartier_36,2025-11-30T14:07:32.504544
Duplex bien situé à Centre,137573,34,21000,Dijon,seloger,2025-11-12T14:07:32.504544,Quartier_37,2025-11-30T14:07:32.504544
Maison bien situé à Lambézellec,402006,172,29200,Brest,csv_import,2025-11-09T14:07:32.504544,Quartier_38,2025-11-30T14:07:32.504544
Loft moderne à Puyricard,445631,81,13100,Aix-en-Provence,json_import,2025-11-22T14:07:32.504544,Quartier_39,2025-11-30T14:07:32.504544
T3 moderne à Saint-Marc,146633,54,29200,Brest,leboncoin,2025-07-24T14:07:32.504544,Quartier_40,2025-11-30T14:07:32.504544
T4 calme à Dervallières,302006,76,44000,Nantes,insee,2025-08-22T14:07:32.504544,Quartier_41,2025-11-30T14:07:32.504544
Studio moderne à Villeboeuf,90456,35,42000,Saint-Étienne,leboncoin,2025-08-20T14:07:32.504544,Quartier_42,2025-11-30T14:07:32.504544
T5+ rénové à Saint-Cyprien,571391,125,31000,Toulouse,csv_import,2025-06-12T14:07:32.504544,Quartier_43,2025-11-30T14:07:32.504544
Loft calme à Centre,248583,70,21000,Dijon,leboncoin,2025-11-12T14:07:32.504544,Quartier_44,2025-11-30T14:07:32.504544
T5+ rénové à Esquermes,382438,111,59000,Lille,leboncoin,2025-08-29T14:07:32.504544,Quartier_45,2025-11-30T14:07:32.504544
T5+ rénové à Jas de Bouffan,659507,134,13100,Aix-en-Provence,csv_import,2025-10-22T14:07:32.504544,Quartier_46,2025-11-30T14:07:32.504544
Villa calme à Marais,1388243,124,75001,Paris,json_import,2025-08-31T14:07:32.504544,Quartier_47,2025-11-30T14:07:32.504544
Duplex rénové à Minimes,399680,100,31000,Toulouse,csv_import,2025-10-01T14:07:32.504544,Quartier_48,2025-11-30T14:07:32.504544
Maison bien situé à Libération,513873,128,06000,Nice,json_import,2025-09-14T14:07:32.504544,Quartier_49,2025-11-30T14:07:32.504544
T2 bien situé à Antigone,139772,34,34000,Montpellier,leboncoin,2025-11-03T14:07:32.504544,Quartier_0,2025-11-30T14:07:32.504544
T4 rénové à Champratel,146478,78,63000,Clermont-Ferrand,seloger,2025-10-09T14:07:32.504544,Quartier_1,2025-11-30T14:07:32.504544
Studio moderne à Saint-Michel,85895,19,33000,Bordeaux,leboncoin,2025-08-02T14:07:32.504544,Quartier_2,2025-11-30T14:07:32.504544
T2 bien situé à Saint-Cyprien,121901,38,31000,Toulouse,json_import,2025-07-19T14:07:32.504544,Quartier_3,2025-11-30T14:07:32.504544
T1 bien situé à Bastille,83253,28,38000,Grenoble,json_import,2025-09-25T14:07:32.504544,Quartier_4,2025-11-30T14:07:32.504544
T3 calme à Graslin,242077,48,44000,Nantes,csv_import,2025-11-22T14:07:32.504544,Quartier_5,2025-11-30T14:07:32.504544
Loft rénové à Marsannay,153486,41,21000,Dijon,csv_import,2025-08-29T14:07:32.504544,Quartier_6,2025-11-30T14:07:32.504544
Studio lumineux à Saint-Germain,196552,17,75001,Paris,leboncoin,2025-08-21T14:07:32.504544,Quartier_7,2025-11-30T14:07:32.504544
Duplex lumineux à Ecusson,124660,37,34000,Montpellier,insee,2025-07-06T14:07:32.504544,Quartier_8,2025-11-30T14:07:32.504544
T2 bien situé à Centre-ville,104702,39,30000,Nîmes,insee,2025-08-06T14:07:32.504544,Quartier_9,2025-11-30T14:07:32.504544
T2 bien situé à Garrigues,86633,34,30000,Nîmes,seloger,2025-06-23T14:07:32.504544,Quartier_10,2025-11-30T14:07:32.504544
T5+ lumineux à Vieux-Nice,517028,149,06000,Nice,seloger,2025-11-21T14:07:32.504544,Quartier_11,2025-11-30T14:07:32.504544
Appartement calme à Antigone,302204,60,34000,Montpellier,insee,2025-06-05T14:07:32.504544,Quartier_12,2025-11-30T14:07:32.504544
Appartement lumineux à Centre-ville,489476,78,33000,Bordeaux,seloger,2025-06-23T14:07:32.504544,Quartier_13,2025-11-30T14:07:32.504544
Villa moderne à Saint-Marc,371250,111,29200,Brest,csv_import,2025-10-03T14:07:32.504544,Quartier_14,2025-11-30T14:07:32.504544
Maison lumineux à Écusson,360326,109,30000,Nîmes,json_import,2025-08-06T14:07:32.504544,Quartier_15,2025-11-30T14:07:32.504544
Studio moderne à Neustadt,99154,22,67000,Strasbourg,csv_import,2025-07-07T14:07:32.504544,Quartier_16,2025-11-30T14:07:32.504544
T4 bien situé à Antigone,381383,90,34000,Montpellier,csv_import,2025-11-07T14:07:32.504544,Quartier_17,2025-11-30T14:07:32.504544
Appartement bien situé à Bastide,352689,73,33000,Bordeaux,leboncoin,2025-09-05T14:07:32.504544,Quartier_18,2025-11-30T14:07:32.504544
Maison bien situé à Montchapet,455778,132,21000,Dijon,json_import,2025-09-27T14:07:32.508166,Quartier_19,2025-11-30T14:07:32.508166
T3 rénové à Krutenau,186723,59,67000,Strasbourg,seloger,2025-06-07T14:07:32.508166,Quartier_20,2025-11-30T14:07:32.508166
T3 lumineux à Presqu'île,424902,68,69001,Lyon,seloger,2025-06-21T14:07:32.508166,Quartier_21,2025-11-30T14:07:32.508166
Duplex lumineux à Saint-Cyprien,73504,23,31000,Toulouse,json_import,2025-11-19T14:07:32.508166,Quartier_22,2025-11-30T14:07:32.508166
Maison moderne à Bouffay,616981,147,44000,Nantes,seloger,2025-11-24T14:07:32.508166,Quartier_23,2025-11-30T14:07:32.508166
T3 lumineux à Vieux-Lille,147001,65,59000,Lille,leboncoin,2025-10-01T14:07:32.508166,Quartier_24,2025-11-30T14:07:32.508166
T5+ bien situé à Part-Dieu,349983,96,69001,Lyon,csv_import,2025-06-04T14:07:32.508166,Quartier_25,2025-11-30T14:07:32.508166
Villa lumineux à Centre,295600,100,42000,Saint-Étienne,csv_import,2025-08-08T14:07:32.508166,Quartier_26,2025-11-30T14:07:32.508166
Studio bien situé à Jas de Bouffan,111709,28,13100,Aix-en-Provence,leboncoin,2025-10-19T14:07:32.508166,Quartier_27,2025-11-30T14:07:32.508166
Maison moderne à Centre,355969,109,35000,Rennes,insee,2025-07-15T14:07:32.508166,Quartier_28,2025-11-30T14:07:32.508166
T3 rénové à Saint-Michel,239553,53,33000,Bordeaux,insee,2025-09-25T14:07:32.508166,Quartier_29,2025-11-30T14:07:32.508166
T3 moderne à Cours Mirabeau,153842,47,13100,Aix-en-Provence,insee,2025-10-18T14:07:32.508166,Quartier_30,2025-11-30T14:07:32.508166
T3 moderne à Port Marianne,211085,53,34000,Montpellier,leboncoin,2025-10-01T14:07:32.508166,Quartier_31,2025-11-30T14:07:32.508166
T1 lumineux à Carmes,51003,15,31000,Toulouse,csv_import,2025-10-27T14:07:32.508166,Quartier_32,2025-11-30T14:07:32.508166
Loft bien situé à Carmes,247265,63,31000,Toulouse,seloger,2025-09-24T14:07:32.508166,Quartier_33,2025-11-30T14:07:32.508166
Duplex moderne à Centre,218307,76,63000,Clermont-Ferrand,json_import,2025-10-28T14:07:32.508166,Quartier_34,2025-11-30T14:07:32.508166
T3 lumineux à Chartrons,184945,59,33000,Bordeaux,csv_import,2025-06-08T14:07:32.508166,Quartier_35,2025-11-30T14:07:32.508166
Appartement bien situé à Saint-Marc,65670,21,29200,Brest,json_import,2025-08-17T14:07:32.508166,Quartier_36,2025-11-30T14:07:32.508166
Appartement bien situé à Champratel,99411,41,63000,Clermont-Ferrand,insee,2025-10-09T14:07:32.508166,Quartier_37,2025-11-30T14:07:32.508166
Duplex lumineux à Montchapet,165245,62,21000,Dijon,leboncoin,2025-07-01T14:07:32.508166,Quartier_38,2025-11-30T14:07:32.508166
T3 rénové à Carmes,240399,57,31000,Toulouse,insee,2025-06-17T14:07:32.508166,Quartier_39,2025-11-30T14:07:32.508166
T5+ calme à Madeleine,416298,121,44000,Nantes,csv_import,2025-08-27T14:07:32.508166,Quartier_40,2025-11-30T14:07:32.508166
Loft lumineux à Paillon,138189,31,06000,Nice,json_import,2025-06-08T14:07:32.508166,Quartier_41,2025-11-30T14:07:32.508166
T2 moderne à Centre-ville,121313,47,30000,Nîmes,seloger,2025-08-01T14:07:32.508166,Quartier_42,2025-11-30T14:07:32.508166
T4 bien situé à Centre-ville,252501,66,33000,Bordeaux,seloger,2025-06-25T14:07:32.508166,Quartier_43,2025-11-30T14:07:32.508166
Appartement calme à Faubourg North,183452,74,21000,Dijon,insee,2025-08-04T14:07:32.508166,Quartier_44,2025-11-30T14:07:32.508166
Maison rénové à Yzeure,454961,177,72000,Le Mans,insee,2025-09-16T14:07:32.508166,Quartier_45,2025-11-30T14:07:32.508166
Villa calme à Fourvière,493624,101,69001,Lyon,insee,2025-06-06T14:07:32.508166,Quartier_46,2025-11-30T14:07:32.508166
Villa moderne à Centre-ville,302613,121,30000,Nîmes,seloger,2025-11-22T14:07:32.508166,Quartier_47,2025-11-30T14:07:32.508166
Duplex rénové à Antigone,246421,53,34000,Montpellier,seloger,2025-09-05T14:07:32.508166,Quartier_48,2025-11-30T14:07:32.508166
T2 calme à Montmartre,566966,37,75001,Paris,insee,2025-10-13T14:07:32.508166,Quartier_49,2025-11-30T14:07:32.508166
Appartement calme à Brazais,86219,26,35000,Rennes,insee,2025-08-08T14:07:32.508166,Quartier_0,2025-11-30T14:07:32.508166
T5+ bien situé à Part-Dieu,936249,154,69001,Lyon,insee,2025-07-23T14:07:32.508166,Quartier_1,2025-11-30T14:07:32.508166
Studio calme à Vieux-Nice,134521,25,06000,Nice,json_import,2025-09-15T14:07:32.508166,Quartier_2,2025-11-30T14:07:32.508166
Loft lumineux à Riquier,116219,21,06000,Nice,csv_import,2025-07-13T14:07:32.508166,Quartier_3,2025-11-30T14:07:32.508166
Maison calme à Vieux-Nice,537504,116,06000,Nice,csv_import,2025-11-17T14:07:32.508166,Quartier_4,2025-11-30T14:07:32.508166
Maison rénové à Trefilerie,205911,106,42000,Saint-Étienne,seloger,2025-09-15T14:07:32.508166,Quartier_5,2025-11-30T14:07:32.508166
T1 calme à Pointe-Rouge,85991,21,13001,Marseille,leboncoin,2025-09-29T14:07:32.508166,Quartier_6,2025-11-30T14:07:32.508166
Maison moderne à Montchapet,448821,163,21000,Dijon,csv_import,2025-06-20T14:07:32.508166,Quartier_7,2025-11-30T14:07:32.508166
T4 lumineux à Bouffay,383291,82,44000,Nantes,insee,2025-06-08T14:07:32.508166,Quartier_8,2025-11-30T14:07:32.508166
T4 calme à Carmes,198606,64,31000,Toulouse,seloger,2025-07-19T14:07:32.508166,Quartier_9,2025-11-30T14:07:32.508166
T2 moderne à Kerichen,87052,31,29200,Brest,json_import,2025-06-10T14:07:32.508166,Quartier_10,2025-11-30T14:07:32.508166
Studio calme à Port Marianne,123236,29,34000,Montpellier,insee,2025-09-23T14:07:32.508166,Quartier_11,2025-11-30T14:07:32.508166
T2 moderne à Saint-Cyprien,218005,45,31000,Toulouse,csv_import,2025-11-30T14:07:32.508166,Quartier_12,2025-11-30T14:07:32.508166
Loft bien situé à Vieux-Port,358564,77,13001,Marseille,csv_import,2025-09-26T14:07:32.508166,Quartier_13,2025-11-30T14:07:32.508166
Villa rénové à Part-Dieu,519389,132,69001,Lyon,csv_import,2025-07-06T14:07:32.508166,Quartier_14,2025-11-30T14:07:32.508166
T2 bien situé à Cours Mirabeau,233368,42,13100,Aix-en-Provence,json_import,2025-08-18T14:07:32.508166,Quartier_15,2025-11-30T14:07:32.508166
T5+ rénové à Centre,594972,166,21000,Dijon,leboncoin,2025-10-30T14:07:32.508166,Quartier_16,2025-11-30T14:07:32.508166
Villa lumineux à Belle-Beille,382759,186,49000,Angers,leboncoin,2025-09-27T14:07:32.508166,Quartier_17,2025-11-30T14:07:32.508166
Appartement moderne à Neustadt,119074,34,67000,Strasbourg,insee,2025-06-21T14:07:32.508166,Quartier_18,2025-11-30T14:07:32.508166
T4 bien situé à Paillon,269875,63,06000,Nice,seloger,2025-07-25T14:07:32.508166,Quartier_19,2025-11-30T14:07:32.508166
T5+ rénové à Minimes,631237,200,31000,Toulouse,csv_import,2025-11-22T14:07:32.508166,Quartier_20,2025-11-30T14:07:32.508166
Appartement lumineux à Carmes,280274,65,31000,Toulouse,json_import,2025-11-30T14:07:32.508166,Quartier_21,2025-11-30T14:07:32.508166
Studio rénové à Endoume,135585,35,13001,Marseille,csv_import,2025-08-12T14:07:32.508166,Quartier_22,2025-11-30T14:07:32.508166
Studio bien situé à Lac de Maine,51666,27,49000,Angers,insee,2025-08-29T14:07:32.508166,Quartier_23,2025-11-30T14:07:32.508166
T5+ lumineux à Centre-ville,572298,184,33000,Bordeaux,leboncoin,2025-07-11T14:07:32.508166,Quartier_24,2025-11-30T14:07:32.508166
T5+ rénové à Jardin Lecoq,182544,83,63000,Clermont-Ferrand,insee,2025-10-21T14:07:32.508166,Quartier_25,2025-11-30T14:07:32.508166
T4 lumineux à Montchapet,224332,81,21000,Dijon,leboncoin,2025-08-29T14:07:32.508166,Quartier_26,2025-11-30T14:07:32.508166
T1 bien situé à Part-Dieu,181649,30,69001,Lyon,insee,2025-10-29T14:07:32.508166,Quartier_27,2025-11-30T14:07:32.508166
Studio rénové à Champratel,44833,17,63000,Clermont-Ferrand,csv_import,2025-06-28T14:07:32.508166,Quartier_28,2025-11-30T14:07:32.508166
Duplex lumineux à Centre,317552,82,21000,Dijon,csv_import,2025-09-02T14:07:32.508166,Quartier_29,2025-11-30T14:07:32.508166
Studio bien situé à Graslin,109999,30,44000,Nantes,seloger,2025-07-06T14:07:32.508166,Quartier_30,2025-11-30T14:07:32.508166
Villa lumineux à Bastille,481849,159,38000,Grenoble,insee,2025-07-02T14:07:32.508166,Quartier_31,2025-11-30T14:07:32.508166
T3 bien situé à Garrigues,155203,57,30000,Nîmes,csv_import,2025-07-17T14:07:32.508166,Quartier_32,2025-11-30T14:07:32.508166
Appartement lumineux à Saint-Germain,529210,52,75001,Paris,csv_import,2025-08-27T14:07:32.508166,Quartier_33,2025-11-30T14:07:32.508166
T1 calme à Madeleine,83721,30,44000,Nantes,insee,2025-10-17T14:07:32.508166,Quartier_34,2025-11-30T14:07:32.508166
Appartement bien situé à Marsannay,182890,62,21000,Dijon,json_import,2025-08-19T14:07:32.508166,Quartier_35,2025-11-30T14:07:32.508166
T2 calme à Saint-Michel,128924,31,33000,Bordeaux,csv_import,2025-09-30T14:07:32.508166,Quartier_36,2025-11-30T14:07:32.508166
Duplex lumineux à Cleunay,172233,48,35000,Rennes,leboncoin,2025-09-10T14:07:32.508166,Quartier_37,2025-11-30T14:07:32.508166
T2 calme à Bastille,171775,39,38000,Grenoble,json_import,2025-08-13T14:07:32.508166,Quartier_38,2025-11-30T14:07:32.508166
Maison lumineux à Chartrons,583911,148,33000,Bordeaux,csv_import,2025-11-24T14:07:32.508166,Quartier_39,2025-11-30T14:07:32.508166
T5+ rénové à Centre,448542,187,42000,Saint-Étienne,insee,2025-09-28T14:07:32.508166,Quartier_40,2025-11-30T14:07:32.508166
Duplex lumineux à Montchapet,97782,31,21000,Dijon,seloger,2025-11-01T14:07:32.508166,Quartier_41,2025-11-30T14:07:32.508166
Duplex lumineux à Centre,497655,100,35000,Rennes,json_import,2025-08-21T14:07:32.508166,Quartier_42,2025-11-30T14:07:32.508166
Studio bien situé à Grie,74843,32,72000,Le Mans,insee,2025-06-17T14:07:32.508166,Quartier_43,2025-11-30T14:07:32.508166
T1 bien situé à Part-Dieu,90520,15,69001,Lyon,csv_import,2025-11-26T14:07:32.508166,Quartier_44,2025-11-30T14:07:32.508166
Duplex calme à Centre,553725,99,38000,Grenoble,leboncoin,2025-08-11T14:07:32.508166,Quartier_45,2025-11-30T14:07:32.508166
T5+ moderne à Jacobins,360924,127,72000,Le Mans,json_import,2025-07-11T14:07:32.508166,Quartier_46,2025-11-30T14:07:32.508166
T2 bien situé à Celleneuve,210763,45,34000,Montpellier,insee,2025-09-09T14:07:32.508166,Quartier_47,2025-11-30T14:07:32.508166
T5+ lumineux à Puyricard,433791,120,13100,Aix-en-Provence,seloger,2025-07-30T14:07:32.508166,Quartier_48,2025-11-30T14:07:32.508166
T4 calme à Vieux-Lille,163306,61,59000,Lille,leboncoin,2025-08-20T14:07:32.508166,Quartier_49,2025-11-30T14:07:32.508166
Duplex moderne à Centre,409617,89,38000,Grenoble,seloger,2025-07-14T14:07:32.508166,Quartier_0,2025-11-30T14:07:32.508166
Maison calme à Villeboeuf,270571,139,42000,Saint-Étienne,insee,2025-09-30T14:07:32.508166,Quartier_1,2025-11-30T14:07:32.508166
Villa bien situé à Madeleine,440495,90,44000,Nantes,csv_import,2025-06-14T14:07:32.508166,Quartier_2,2025-11-30T14:07:32.508166
Loft calme à Marais,762220,52,75001,Paris,insee,2025-07-31T14:07:32.508166,Quartier_3,2025-11-30T14:07:32.508166
T2 moderne à Krutenau,156988,47,67000,Strasbourg,leboncoin,2025-11-25T14:07:32.508166,Quartier_4,2025-11-30T14:07:32.508166
T5+ rénové à Louvre,2050293,195,75001,Paris,csv_import,2025-06-12T14:07:32.508166,Quartier_5,2025-11-30T14:07:32.508166
Appartement moderne à Celleneuve,100246,26,34000,Montpellier,leboncoin,2025-07-18T14:07:32.508166,Quartier_6,2025-11-30T14:07:32.508166
